order_id,booking_time,customer_id,customer_name,customer_email,event_id,event_name,event_location,seat_number,seat_price,event_category,booking_day_of_week,booking_hour,payment_id,payment_time,amount,payment_method,payment_type,booking_event_time,payment_event_time
order_3858,2025-02-04T19:20:07.0000000,cust3858,Gregory Myers,xwiggins@example.com,event20,Movie,"38215 Giles Way
North Elizabethhaven, AL 34718",C8,63,Cinema,Tuesday,19,payment_4858,2025-02-04T19:20:00.0000000,146,Debit Card,Card,2025-02-04T13:50:08.2210000,2025-02-04T13:50:01.7130000
order_4254,2025-02-04T19:20:36.0000000,cust4254,Kylie Dalton,joseph98@example.org,event66,Play,"USS Brown
FPO AP 85660",C1,64,Theater,Tuesday,19,payment_5254,2025-02-04T19:20:30.0000000,128,Credit Card,Card,2025-02-04T13:50:37.5990000,2025-02-04T13:50:31.1200000
order_4362,2025-02-04T19:20:44.0000000,cust4362,Carly Scott,jane29@example.net,event79,Concert,"8376 Lopez Track
New Kristachester, WY 47557",A4,93,Music,Tuesday,19,payment_5362,2025-02-04T19:20:37.0000000,194,PayPal,Online,2025-02-04T13:50:45.4580000,2025-02-04T13:50:38.4790000
order_4950,2025-02-04T19:21:25.0000000,cust4950,James Woods,loganrebecca@example.com,event22,Movie,"9970 Sharon Stravenue Apt. 895
West Timothy, PW 42189",A9,87,Cinema,Tuesday,19,payment_5950,2025-02-04T19:21:17.0000000,107,Debit Card,Card,2025-02-04T13:51:26.2440000,2025-02-04T13:51:18.4500000
order_4397,2025-02-04T19:20:46.0000000,cust4397,Stuart Mills,gregory40@example.com,event17,Movie,"4819 Thompson Bridge Apt. 577
Allenchester, FM 62529",B7,87,Cinema,Tuesday,19,payment_5397,2025-02-04T19:20:39.0000000,154,PayPal,Online,2025-02-04T13:50:47.8730000,2025-02-04T13:50:40.8180000
order_4397,2025-02-04T19:20:46.0000000,cust4397,Stuart Mills,gregory40@example.com,event17,Movie,"4819 Thompson Bridge Apt. 577
Allenchester, FM 62529",B1,83,Cinema,Tuesday,19,payment_5397,2025-02-04T19:20:39.0000000,154,PayPal,Online,2025-02-04T13:50:47.8730000,2025-02-04T13:50:40.8180000
order_4560,2025-02-04T19:20:58.0000000,cust4560,Brittany Nelson,shaun85@example.org,event27,Movie,"68444 John Well Suite 464
Port Melanieside, MO 19980",C6,87,Cinema,Tuesday,19,payment_5560,2025-02-04T19:20:50.0000000,123,Debit Card,Card,2025-02-04T13:50:59.3030000,2025-02-04T13:50:51.7920000
order_4797,2025-02-04T19:21:14.0000000,cust4797,Steven Hale,briannelson@example.org,event83,Movie,"124 Chad Crescent
Hopkinsfurt, SC 91428",A5,90,Cinema,Tuesday,19,payment_5797,2025-02-04T19:21:07.0000000,164,PayPal,Online,2025-02-04T13:51:15.5870000,2025-02-04T13:51:08.1050000
order_3024,2025-02-04T19:19:08.0000000,cust3024,Valerie Reyes,maguilar@example.org,event75,Play,"933 Stewart Orchard Suite 480
Hamptonstad, UT 27667",B7,74,Theater,Tuesday,19,payment_4024,2025-02-04T19:19:02.0000000,179,PayPal,Online,2025-02-04T13:49:09.2300000,2025-02-04T13:49:03.9620000
order_3025,2025-02-04T19:19:08.0000000,cust3025,Cody Mahoney,weaverjames@example.com,event52,Play,"4490 Jonathan Village Suite 649
Barryport, SD 77576",B7,91,Theater,Tuesday,19,payment_4025,2025-02-04T19:19:03.0000000,141,Credit Card,Card,2025-02-04T13:49:09.2930000,2025-02-04T13:49:04.0250000
order_3617,2025-02-04T19:19:50.0000000,cust3617,Kevin Lewis,angela24@example.org,event91,Concert,"1930 Fisher Plaza
Lake Stacy, WA 57985",A7,73,Music,Tuesday,19,payment_4617,2025-02-04T19:19:44.0000000,119,Debit Card,Card,2025-02-04T13:49:51.0750000,2025-02-04T13:49:45.2500000
order_4252,2025-02-04T19:20:36.0000000,cust4252,Peter Smith,maxwelljerry@example.com,event69,Movie,"537 Espinoza Cove
Lake Allison, WY 65247",C6,92,Cinema,Tuesday,19,payment_5252,2025-02-04T19:20:29.0000000,154,Credit Card,Card,2025-02-04T13:50:37.4580000,2025-02-04T13:50:30.9790000
order_4498,2025-02-04T19:20:53.0000000,cust4498,Todd Hinton,rtaylor@example.org,event62,Play,"43183 Johnson Orchard Suite 884
Steventon, IA 27967",A7,92,Theater,Tuesday,19,payment_5498,2025-02-04T19:20:46.0000000,107,Credit Card,Card,2025-02-04T13:50:55.0060000,2025-02-04T13:50:47.5890000
order_4745,2025-02-04T19:21:11.0000000,cust4745,Katelyn Rose,julia39@example.org,event43,Concert,"Unit 7799 Box 6532
DPO AP 48541",B2,76,Music,Tuesday,19,payment_5745,2025-02-04T19:21:03.0000000,183,Credit Card,Card,2025-02-04T13:51:12.0380000,2025-02-04T13:51:04.5580000
order_4253,2025-02-04T19:20:36.0000000,cust4253,Jose Haley,transtephanie@example.com,event96,Play,"293 Smith Harbor Suite 163
Hernandeztown, NV 22392",C10,60,Theater,Tuesday,19,payment_5253,2025-02-04T19:20:30.0000000,142,Debit Card,Card,2025-02-04T13:50:37.5450000,2025-02-04T13:50:31.0360000
order_4761,2025-02-04T19:21:12.0000000,cust4761,Ruben Decker,wagnermackenzie@example.net,event73,Movie,"104 Elizabeth Row
North Tiffany, ND 77386",A5,84,Cinema,Tuesday,19,payment_5761,2025-02-04T19:21:04.0000000,161,Credit Card,Card,2025-02-04T13:51:13.1320000,2025-02-04T13:51:05.7150000
order_4254,2025-02-04T19:20:36.0000000,cust4254,Kylie Dalton,joseph98@example.org,event66,Play,"USS Brown
FPO AP 85660",B9,95,Theater,Tuesday,19,payment_5254,2025-02-04T19:20:30.0000000,128,Credit Card,Card,2025-02-04T13:50:37.5990000,2025-02-04T13:50:31.1200000
order_4387,2025-02-04T19:20:46.0000000,cust4387,David Jennings,carmenhowell@example.org,event92,Concert,"753 Hall Mills Suite 912
Jacobhaven, KS 55199",B7,99,Music,Tuesday,19,payment_5387,2025-02-04T19:20:39.0000000,134,Debit Card,Card,2025-02-04T13:50:47.1930000,2025-02-04T13:50:40.1510000
order_3026,2025-02-04T19:19:08.0000000,cust3026,Megan Spencer,obriendawn@example.org,event33,Movie,"67318 Amy Mission Apt. 758
Kimberlyside, KS 03829",B8,90,Cinema,Tuesday,19,payment_4026,2025-02-04T19:19:03.0000000,138,Credit Card,Card,2025-02-04T13:49:09.3710000,2025-02-04T13:49:04.1030000
order_3621,2025-02-04T19:19:50.0000000,cust3621,Daniel Pierce,jennifer15@example.com,event55,Play,"6810 Baldwin Passage
Dylanburgh, SD 33252",B9,66,Theater,Tuesday,19,payment_4621,2025-02-04T19:19:44.0000000,124,PayPal,Online,2025-02-04T13:49:51.3450000,2025-02-04T13:49:45.5240000
order_4455,2025-02-04T19:20:50.0000000,cust4455,Sean Shannon,raymondharris@example.com,event88,Concert,"0674 Miller Heights
North Gregory, AL 61069",B1,92,Music,Tuesday,19,payment_5455,2025-02-04T19:20:43.0000000,101,Debit Card,Card,2025-02-04T13:50:51.8420000,2025-02-04T13:50:44.6930000
order_3027,2025-02-04T19:19:08.0000000,cust3027,Steven Dickson,zthompson@example.net,event72,Movie,"335 Anthony Corners
North Christine, KY 16258",A3,53,Cinema,Tuesday,19,payment_4027,2025-02-04T19:19:03.0000000,196,PayPal,Online,2025-02-04T13:49:09.4810000,2025-02-04T13:49:04.1790000
order_3626,2025-02-04T19:19:50.0000000,cust3626,Christopher Avila,qclark@example.net,event75,Concert,"008 Barnes Brooks
Samanthahaven, CT 43106",A10,79,Music,Tuesday,19,payment_4626,2025-02-04T19:19:44.0000000,187,Debit Card,Card,2025-02-04T13:49:51.6890000,2025-02-04T13:49:45.8680000
order_4494,2025-02-04T19:20:53.0000000,cust4494,Anita Castillo,manndarlene@example.com,event27,Concert,"Unit 0570 Box 4485
DPO AP 91068",A9,94,Music,Tuesday,19,payment_5494,2025-02-04T19:20:46.0000000,109,PayPal,Online,2025-02-04T13:50:54.7250000,2025-02-04T13:50:47.3230000
order_4770,2025-02-04T19:21:12.0000000,cust4770,Joseph Carr,jose55@example.org,event85,Concert,"841 Michael Plains
Meghanburgh, AZ 01061",A10,66,Music,Tuesday,19,payment_5770,2025-02-04T19:21:05.0000000,173,Debit Card,Card,2025-02-04T13:51:13.7480000,2025-02-04T13:51:06.2890000
order_4570,2025-02-04T19:20:58.0000000,cust4570,Sara Garcia,mfletcher@example.org,event44,Play,"4324 William Prairie Apt. 557
Walshstad, IN 23552",C7,82,Theater,Tuesday,19,payment_5570,2025-02-04T19:20:51.0000000,125,Debit Card,Card,2025-02-04T13:50:59.9910000,2025-02-04T13:50:52.6050000
order_4394,2025-02-04T19:20:46.0000000,cust4394,Elizabeth Mitchell,luisshah@example.org,event25,Play,"839 Angela Shore
Davisstad, OK 91097",A6,70,Theater,Tuesday,19,payment_5394,2025-02-04T19:20:39.0000000,122,PayPal,Online,2025-02-04T13:50:47.6540000,2025-02-04T13:50:40.6150000
order_4458,2025-02-04T19:20:51.0000000,cust4458,Nicholas Miranda,christinejames@example.com,event85,Concert,"2373 Young Track Apt. 879
Zavalabury, KY 09325",B5,53,Music,Tuesday,19,payment_5458,2025-02-04T19:20:43.0000000,193,Credit Card,Card,2025-02-04T13:50:52.0610000,2025-02-04T13:50:44.8810000
order_4827,2025-02-04T19:21:16.0000000,cust4827,William Boyle,angela33@example.net,event59,Concert,"501 Chang Junctions Apt. 541
East Erika, DC 98464",C3,79,Music,Tuesday,19,payment_5827,2025-02-04T19:21:09.0000000,190,Credit Card,Card,2025-02-04T13:51:17.6960000,2025-02-04T13:51:10.1050000
order_4682,2025-02-04T19:21:06.0000000,cust4682,Andrew Sparks,lewischristopher@example.com,event12,Movie,"29897 Ryan Cape
Davidport, PR 59450",B3,74,Cinema,Tuesday,19,payment_5682,2025-02-04T19:20:59.0000000,157,Debit Card,Card,2025-02-04T13:51:07.7170000,2025-02-04T13:51:00.3360000
order_4456,2025-02-04T19:20:50.0000000,cust4456,Christopher Adams,oliverrichard@example.com,event52,Concert,"87598 Andrea Rest
Kevinburgh, VI 71441",C10,56,Music,Tuesday,19,payment_5456,2025-02-04T19:20:43.0000000,189,Debit Card,Card,2025-02-04T13:50:51.9120000,2025-02-04T13:50:44.7610000
order_3029,2025-02-04T19:19:08.0000000,cust3029,Robert Jackson,ryan41@example.com,event72,Concert,"8193 Deborah Villages Apt. 518
West Stevenberg, NY 14968",B4,64,Music,Tuesday,19,payment_4029,2025-02-04T19:19:03.0000000,132,Credit Card,Card,2025-02-04T13:49:09.6370000,2025-02-04T13:49:04.3060000
order_3624,2025-02-04T19:19:50.0000000,cust3624,Maria Clayton,cbutler@example.org,event56,Movie,"518 Munoz Courts
Michaelville, NM 76930",C7,84,Cinema,Tuesday,19,payment_4624,2025-02-04T19:19:44.0000000,181,PayPal,Online,2025-02-04T13:49:51.5480000,2025-02-04T13:49:45.7270000
order_4563,2025-02-04T19:20:58.0000000,cust4563,Michael Anderson,thompsonmichelle@example.org,event49,Play,"890 Barnes Parkway
North Charlesmouth, KY 39261",A5,59,Theater,Tuesday,19,payment_5563,2025-02-04T19:20:51.0000000,131,PayPal,Online,2025-02-04T13:50:59.5140000,2025-02-04T13:50:52.0850000
order_4354,2025-02-04T19:20:43.0000000,cust4354,Christopher Graham,stevenswilliam@example.net,event16,Concert,"82835 Warren Burgs Apt. 590
South Douglas, IN 09384",B10,64,Music,Tuesday,19,payment_5354,2025-02-04T19:20:36.0000000,173,Credit Card,Card,2025-02-04T13:50:44.9040000,2025-02-04T13:50:37.9270000
order_4818,2025-02-04T19:21:16.0000000,cust4818,Terri Page,littlejill@example.com,event71,Movie,"45345 Victoria Viaduct
Wellsshire, CO 78971",A1,67,Cinema,Tuesday,19,payment_5818,2025-02-04T19:21:08.0000000,188,Debit Card,Card,2025-02-04T13:51:17.0870000,2025-02-04T13:51:09.5120000
order_4489,2025-02-04T19:20:53.0000000,cust4489,Jose Smith,robertjarvis@example.org,event7,Concert,"379 John Gateway
Dianaborough, MH 49318",C6,50,Music,Tuesday,19,payment_5489,2025-02-04T19:20:45.0000000,160,Credit Card,Card,2025-02-04T13:50:54.3570000,2025-02-04T13:50:46.9750000
order_4441,2025-02-04T19:20:49.0000000,cust4441,Amanda Ward,zavalajeremy@example.net,event6,Movie,"41476 Dougherty Ville
Lake Kelseychester, CA 31399",C3,72,Cinema,Tuesday,19,payment_5441,2025-02-04T19:20:42.0000000,120,PayPal,Online,2025-02-04T13:50:50.8810000,2025-02-04T13:50:43.7610000
order_3861,2025-02-04T19:20:07.0000000,cust3861,Michael Patel,ryanmurray@example.org,event96,Concert,"767 Mata Plains
Christopherton, HI 88747",A2,66,Music,Tuesday,19,payment_4861,2025-02-04T19:20:00.0000000,139,Debit Card,Card,2025-02-04T13:50:08.4250000,2025-02-04T13:50:01.9780000
order_4544,2025-02-04T19:20:57.0000000,cust4544,Tina Young,leahmunoz@example.net,event89,Play,"166 Lee Crossing Suite 936
Kevinmouth, MO 70809",A6,76,Theater,Tuesday,19,payment_5544,2025-02-04T19:20:49.0000000,117,Credit Card,Card,2025-02-04T13:50:58.2010000,2025-02-04T13:50:50.6940000
order_4448,2025-02-04T19:20:50.0000000,cust4448,Melanie Phillips,maria53@example.com,event51,Movie,"00074 Robert Trace Suite 707
East Thomashaven, PA 45294",A2,82,Cinema,Tuesday,19,payment_5448,2025-02-04T19:20:43.0000000,167,PayPal,Online,2025-02-04T13:50:51.3650000,2025-02-04T13:50:44.2300000
order_3864,2025-02-04T19:20:07.0000000,cust3864,Scott Glover,yvasquez@example.com,event10,Movie,"66105 John Keys
New Gabrielle, MA 38308",C3,71,Cinema,Tuesday,19,payment_4864,2025-02-04T19:20:01.0000000,150,PayPal,Online,2025-02-04T13:50:08.6220000,2025-02-04T13:50:02.1730000
order_3863,2025-02-04T19:20:07.0000000,cust3863,Alexandra Gutierrez,smithcraig@example.org,event53,Play,"USS Kidd
FPO AP 64358",B10,59,Theater,Tuesday,19,payment_4863,2025-02-04T19:20:01.0000000,151,Debit Card,Card,2025-02-04T13:50:08.5500000,2025-02-04T13:50:02.1190000
order_4709,2025-02-04T19:21:08.0000000,cust4709,Lori Mcdaniel,vhouse@example.net,event24,Concert,"668 Denise Fork
Port Jasonborough, AZ 84086",A2,64,Music,Tuesday,19,payment_5709,2025-02-04T19:21:01.0000000,149,Debit Card,Card,2025-02-04T13:51:09.5610000,2025-02-04T13:51:02.1330000
order_4256,2025-02-04T19:20:36.0000000,cust4256,Gavin Sanford,hmartin@example.org,event35,Movie,"3415 Jesus Court Suite 849
South Brandymouth, DE 29601",A10,84,Cinema,Tuesday,19,payment_5256,2025-02-04T19:20:30.0000000,114,Credit Card,Card,2025-02-04T13:50:37.8020000,2025-02-04T13:50:31.2450000
order_4740,2025-02-04T19:21:10.0000000,cust4740,Lisa Diaz,nbriggs@example.com,event23,Movie,"0455 Mason Green
Wadeland, ME 34278",B5,91,Cinema,Tuesday,19,payment_5740,2025-02-04T19:21:03.0000000,148,Debit Card,Card,2025-02-04T13:51:11.7010000,2025-02-04T13:51:04.2110000
order_4686,2025-02-04T19:21:06.0000000,cust4686,Thomas Wilson PhD,butlersarah@example.org,event4,Concert,"754 Barrera Lodge
Williamchester, PW 71316",B2,85,Music,Tuesday,19,payment_5686,2025-02-04T19:20:59.0000000,188,Credit Card,Card,2025-02-04T13:51:07.9830000,2025-02-04T13:51:00.6010000
order_4406,2025-02-04T19:20:47.0000000,cust4406,Matthew Martinez,hrandolph@example.com,event24,Concert,"793 Destiny Springs
Shanemouth, OK 95753",C3,77,Music,Tuesday,19,payment_5406,2025-02-04T19:20:40.0000000,109,Debit Card,Card,2025-02-04T13:50:48.5060000,2025-02-04T13:50:41.4330000
order_4371,2025-02-04T19:20:45.0000000,cust4371,Deanna Bradley,sarah23@example.com,event13,Movie,"8672 Clark Meadow Suite 726
Sotofort, MD 27307",A8,54,Cinema,Tuesday,19,payment_5371,2025-02-04T19:20:38.0000000,189,PayPal,Online,2025-02-04T13:50:46.0760000,2025-02-04T13:50:39.0830000
order_4725,2025-02-04T19:21:09.0000000,cust4725,Yolanda Greene,brianmedina@example.net,event42,Concert,"00335 Rodriguez Cove
South Christopher, NC 74425",B6,94,Music,Tuesday,19,payment_5725,2025-02-04T19:21:02.0000000,110,Debit Card,Card,2025-02-04T13:51:10.6860000,2025-02-04T13:51:03.2110000
order_4778,2025-02-04T19:21:13.0000000,cust4778,Rachel Martinez,linda30@example.org,event32,Play,"229 Ethan Cliffs
New Curtismouth, OR 53493",B5,52,Theater,Tuesday,19,payment_5778,2025-02-04T19:21:05.0000000,112,Credit Card,Card,2025-02-04T13:51:14.2950000,2025-02-04T13:51:06.8210000
order_3862,2025-02-04T19:20:07.0000000,cust3862,Jimmy Oconnor,kcook@example.com,event82,Concert,"PSC 2008, Box 9160
APO AP 07030",B9,82,Music,Tuesday,19,payment_4862,2025-02-04T19:20:01.0000000,121,Credit Card,Card,2025-02-04T13:50:08.4970000,2025-02-04T13:50:02.0330000
order_4258,2025-02-04T19:20:36.0000000,cust4258,Charlotte Jones,zglover@example.com,event74,Concert,"74387 Andrew Mountains Apt. 149
Hortonside, MH 57695",A9,95,Music,Tuesday,19,payment_5258,2025-02-04T19:20:30.0000000,105,PayPal,Online,2025-02-04T13:50:37.9510000,2025-02-04T13:50:31.3640000
order_3030,2025-02-04T19:19:08.0000000,cust3030,Amy Lynch,rebecca40@example.org,event11,Movie,"107 Martinez Prairie
West Jessica, GA 13959",B6,85,Cinema,Tuesday,19,payment_4030,2025-02-04T19:19:03.0000000,172,PayPal,Online,2025-02-04T13:49:09.6990000,2025-02-04T13:49:04.3680000
order_3625,2025-02-04T19:19:50.0000000,cust3625,Beverly Harris,joshua92@example.net,event93,Play,"32032 John Junctions Suite 207
South Sarafort, UT 24985",A6,65,Theater,Tuesday,19,payment_4625,2025-02-04T19:19:44.0000000,184,PayPal,Online,2025-02-04T13:49:51.6110000,2025-02-04T13:49:45.7890000
order_4699,2025-02-04T19:21:07.0000000,cust4699,Jason Alvarado,joshua10@example.net,event29,Play,"266 Morgan Fork Apt. 662
New Jacobstad, MA 52992",B9,95,Theater,Tuesday,19,payment_5699,2025-02-04T19:21:00.0000000,127,Debit Card,Card,2025-02-04T13:51:08.8890000,2025-02-04T13:51:01.4610000
order_4731,2025-02-04T19:21:10.0000000,cust4731,Steven Lopez,williamserika@example.net,event16,Concert,"2144 Castillo Mill Apt. 511
Taylorhaven, ID 75293",B4,57,Music,Tuesday,19,payment_5731,2025-02-04T19:21:02.0000000,173,Credit Card,Card,2025-02-04T13:51:11.0920000,2025-02-04T13:51:03.6170000
order_3863,2025-02-04T19:20:07.0000000,cust3863,Alexandra Gutierrez,smithcraig@example.org,event53,Play,"USS Kidd
FPO AP 64358",A8,73,Theater,Tuesday,19,payment_4863,2025-02-04T19:20:01.0000000,151,Debit Card,Card,2025-02-04T13:50:08.5500000,2025-02-04T13:50:02.1190000
order_4425,2025-02-04T19:20:48.0000000,cust4425,Paul Novak,francisreed@example.com,event31,Play,"9013 Moran Court
Phillipville, KS 33272",A10,92,Theater,Tuesday,19,payment_5425,2025-02-04T19:20:41.0000000,122,Debit Card,Card,2025-02-04T13:50:49.7950000,2025-02-04T13:50:42.6930000
order_4379,2025-02-04T19:20:45.0000000,cust4379,Curtis Hickman,rachel31@example.org,event84,Concert,"PSC 7370, Box 7722
APO AP 72686",C3,93,Music,Tuesday,19,payment_5379,2025-02-04T19:20:38.0000000,156,PayPal,Online,2025-02-04T13:50:46.6230000,2025-02-04T13:50:39.6150000
order_3861,2025-02-04T19:20:07.0000000,cust3861,Michael Patel,ryanmurray@example.org,event96,Concert,"767 Mata Plains
Christopherton, HI 88747",C6,91,Music,Tuesday,19,payment_4861,2025-02-04T19:20:00.0000000,139,Debit Card,Card,2025-02-04T13:50:08.4250000,2025-02-04T13:50:01.9780000
order_4257,2025-02-04T19:20:36.0000000,cust4257,Jeffrey Boyd,susan09@example.org,event79,Movie,"4031 Thomas Walk Suite 184
Cindyville, MT 02915",B4,79,Cinema,Tuesday,19,payment_5257,2025-02-04T19:20:30.0000000,168,Debit Card,Card,2025-02-04T13:50:37.8570000,2025-02-04T13:50:31.3010000
order_4366,2025-02-04T19:20:44.0000000,cust4366,Audrey Perkins,brodriguez@example.com,event43,Play,"546 Schaefer Highway Apt. 539
North Louisstad, CO 15708",B1,86,Theater,Tuesday,19,payment_5366,2025-02-04T19:20:37.0000000,188,PayPal,Online,2025-02-04T13:50:45.7480000,2025-02-04T13:50:38.7400000
order_4954,2025-02-04T19:21:25.0000000,cust4954,Brandon Lowery,amber52@example.org,event42,Concert,"568 Ramirez Grove Suite 812
Gonzalezland, CT 06271",C1,96,Music,Tuesday,19,payment_5954,2025-02-04T19:21:17.0000000,197,PayPal,Online,2025-02-04T13:51:26.5140000,2025-02-04T13:51:18.7130000
order_4400,2025-02-04T19:20:47.0000000,cust4400,Melissa Johnson,edward42@example.net,event87,Play,"52432 William Mews Apt. 359
Jamesmouth, AR 97390",B4,76,Theater,Tuesday,19,payment_5400,2025-02-04T19:20:40.0000000,132,Debit Card,Card,2025-02-04T13:50:48.0760000,2025-02-04T13:50:41.0060000
order_4401,2025-02-04T19:20:47.0000000,cust4401,Ronald Howard,hwagner@example.net,event9,Movie,"090 Caldwell Spur Suite 077
Jilltown, CT 42764",B1,76,Cinema,Tuesday,19,payment_5401,2025-02-04T19:20:40.0000000,108,PayPal,Online,2025-02-04T13:50:48.1700000,2025-02-04T13:50:41.0840000
order_4563,2025-02-04T19:20:58.0000000,cust4563,Michael Anderson,thompsonmichelle@example.org,event49,Play,"890 Barnes Parkway
North Charlesmouth, KY 39261",A2,83,Theater,Tuesday,19,payment_5563,2025-02-04T19:20:51.0000000,131,PayPal,Online,2025-02-04T13:50:59.5140000,2025-02-04T13:50:52.0850000
order_4799,2025-02-04T19:21:14.0000000,cust4799,Deborah Gutierrez,aguilarhaley@example.org,event79,Play,"USS Miller
FPO AA 46408",B4,85,Theater,Tuesday,19,payment_5799,2025-02-04T19:21:07.0000000,197,Debit Card,Card,2025-02-04T13:51:15.7170000,2025-02-04T13:51:08.2270000
order_3028,2025-02-04T19:19:08.0000000,cust3028,Alex Bailey,bryantandrew@example.net,event50,Movie,"549 Collins Pines Apt. 012
Lake Sheilaland, SC 79763",A3,73,Cinema,Tuesday,19,payment_4028,2025-02-04T19:19:03.0000000,107,PayPal,Online,2025-02-04T13:49:09.5440000,2025-02-04T13:49:04.2570000
order_3029,2025-02-04T19:19:08.0000000,cust3029,Robert Jackson,ryan41@example.com,event72,Concert,"8193 Deborah Villages Apt. 518
West Stevenberg, NY 14968",B1,87,Music,Tuesday,19,payment_4029,2025-02-04T19:19:03.0000000,132,Credit Card,Card,2025-02-04T13:49:09.6370000,2025-02-04T13:49:04.3060000
order_3620,2025-02-04T19:19:50.0000000,cust3620,Renee Gardner,egonzalez@example.org,event47,Concert,"885 Brian Overpass Apt. 261
Ashleyburgh, SC 75986",C8,80,Music,Tuesday,19,payment_4620,2025-02-04T19:19:44.0000000,153,Debit Card,Card,2025-02-04T13:49:51.2830000,2025-02-04T13:49:45.4610000
order_4256,2025-02-04T19:20:36.0000000,cust4256,Gavin Sanford,hmartin@example.org,event35,Movie,"3415 Jesus Court Suite 849
South Brandymouth, DE 29601",A4,84,Cinema,Tuesday,19,payment_5256,2025-02-04T19:20:30.0000000,114,Credit Card,Card,2025-02-04T13:50:37.8020000,2025-02-04T13:50:31.2450000
order_4501,2025-02-04T19:20:54.0000000,cust4501,Nicholas Morgan,tammywood@example.org,event69,Movie,"6423 Cox Tunnel Suite 300
Gutierrezchester, MP 45105",B10,76,Cinema,Tuesday,19,payment_5501,2025-02-04T19:20:46.0000000,188,Debit Card,Card,2025-02-04T13:50:55.2010000,2025-02-04T13:50:47.7870000
order_4779,2025-02-04T19:21:13.0000000,cust4779,Erika Gray,kristinareed@example.com,event27,Play,"512 Margaret Ville
South Ashley, AS 64150",A10,52,Theater,Tuesday,19,payment_5779,2025-02-04T19:21:05.0000000,114,Credit Card,Card,2025-02-04T13:51:14.3580000,2025-02-04T13:51:06.8990000
order_4257,2025-02-04T19:20:36.0000000,cust4257,Jeffrey Boyd,susan09@example.org,event79,Movie,"4031 Thomas Walk Suite 184
Cindyville, MT 02915",A2,64,Cinema,Tuesday,19,payment_5257,2025-02-04T19:20:30.0000000,168,Debit Card,Card,2025-02-04T13:50:37.8570000,2025-02-04T13:50:31.3010000
order_4764,2025-02-04T19:21:12.0000000,cust4764,Kimberly Collins,levyadrienne@example.com,event14,Concert,"28261 Jennifer Wells
North Angelicafort, SC 36812",B4,98,Music,Tuesday,19,payment_5764,2025-02-04T19:21:04.0000000,197,Credit Card,Card,2025-02-04T13:51:13.3420000,2025-02-04T13:51:05.8990000
order_4258,2025-02-04T19:20:36.0000000,cust4258,Charlotte Jones,zglover@example.com,event74,Concert,"74387 Andrew Mountains Apt. 149
Hortonside, MH 57695",A3,67,Music,Tuesday,19,payment_5258,2025-02-04T19:20:30.0000000,105,PayPal,Online,2025-02-04T13:50:37.9510000,2025-02-04T13:50:31.3640000
order_4390,2025-02-04T19:20:46.0000000,cust4390,David Washington,warrenjulia@example.com,event59,Concert,"87425 Paul Corners Suite 376
Yatesfort, NV 79412",A8,72,Music,Tuesday,19,payment_5390,2025-02-04T19:20:39.0000000,163,PayPal,Online,2025-02-04T13:50:47.3890000,2025-02-04T13:50:40.3490000
order_3030,2025-02-04T19:19:08.0000000,cust3030,Amy Lynch,rebecca40@example.org,event11,Movie,"107 Martinez Prairie
West Jessica, GA 13959",C2,56,Cinema,Tuesday,19,payment_4030,2025-02-04T19:19:03.0000000,172,PayPal,Online,2025-02-04T13:49:09.6990000,2025-02-04T13:49:04.3680000
order_3625,2025-02-04T19:19:50.0000000,cust3625,Beverly Harris,joshua92@example.net,event93,Play,"32032 John Junctions Suite 207
South Sarafort, UT 24985",A6,87,Theater,Tuesday,19,payment_4625,2025-02-04T19:19:44.0000000,184,PayPal,Online,2025-02-04T13:49:51.6110000,2025-02-04T13:49:45.7890000
order_4459,2025-02-04T19:20:51.0000000,cust4459,Eric Wilson,relliott@example.net,event82,Movie,"68594 Riley Crossroad
Lake Paul, OH 62304",C9,69,Cinema,Tuesday,19,payment_5459,2025-02-04T19:20:43.0000000,115,Debit Card,Card,2025-02-04T13:50:52.1150000,2025-02-04T13:50:44.9640000
order_3031,2025-02-04T19:19:08.0000000,cust3031,Jason Waters,joyflynn@example.org,event29,Concert,"PSC 9185, Box 0534
APO AE 37326",A8,76,Music,Tuesday,19,payment_4031,2025-02-04T19:19:03.0000000,128,Debit Card,Card,2025-02-04T13:49:09.7620000,2025-02-04T13:49:04.4470000
order_3629,2025-02-04T19:19:50.0000000,cust3629,Sarah Lawson,kaylaglover@example.net,event41,Movie,"1549 Mitchell Hollow Suite 339
East Deanna, AZ 02112",C9,72,Cinema,Tuesday,19,payment_4629,2025-02-04T19:19:45.0000000,188,PayPal,Online,2025-02-04T13:49:51.8920000,2025-02-04T13:49:46.1020000
order_4497,2025-02-04T19:20:53.0000000,cust4497,Brandon Poole,newmanmadison@example.com,event18,Concert,"68868 Mathews Mews Apt. 861
East Lisa, VA 73980",A3,88,Music,Tuesday,19,payment_5497,2025-02-04T19:20:46.0000000,184,PayPal,Online,2025-02-04T13:50:54.9360000,2025-02-04T13:50:47.5060000
order_4774,2025-02-04T19:21:13.0000000,cust4774,Scott Burns,mercedes47@example.net,event39,Movie,"364 Rivera Junction Suite 781
Brendaborough, OR 74058",A3,92,Cinema,Tuesday,19,payment_5774,2025-02-04T19:21:05.0000000,130,Credit Card,Card,2025-02-04T13:51:14.0080000,2025-02-04T13:51:06.5740000
